date,item,category,price,qty,rating,payment_method,takeout
2024-01-01,Americano,Beverage,4500,2,3.9,Mobile App,Yes
2024-01-01,Cafe Latte,Beverage,5000,1,4.7,Credit Card,No
2024-01-01,Cafe Latte,Beverage,5000,1,4.3,Cash,Yes
2024-01-01,Cafe Latte,Beverage,5000,1,3.9,Credit Card,No
2024-01-01,Macaron,Dessert,3000,4,4.2,Credit Card,Yes
2024-01-01,Vanilla Latte,Beverage,5500,1,4.6,Credit Card,No
2024-01-02,Cafe Latte,Beverage,5000,5,3.6,Credit Card,Yes
2024-01-02,Tiramisu,Dessert,6500,2,4.3,Cash,No
2024-01-02,Americano,Beverage,4500,2,3.6,Credit Card,No
2024-01-02,Americano,Beverage,4500,1,4.7,Credit Card,Yes
2024-01-02,Americano,Beverage,4500,1,4.5,Mobile App,Yes
2024-01-02,Macaron,Dessert,3000,1,4.6,Credit Card,Yes
2024-01-02,Americano,Beverage,4500,1,3.9,Credit Card,No
2024-01-02,Americano,Beverage,4500,2,4.1,Credit Card,Yes
2024-01-02,Tiramisu,Dessert,6500,1,3.5,Mobile App,Yes
2024-01-02,Macaron,Dessert,3000,1,1.3,Mobile App,No
2024-01-02,Cafe Latte,Beverage,5000,1,4.2,Credit Card,Yes
2024-01-02,Vanilla Latte,Beverage,5500,1,4.8,Mobile App,No
2024-01-02,Cafe Latte,Beverage,5000,1,5.0,Credit Card,Yes
2024-01-02,Americano,Beverage,4500,1,3.7,Credit Card,Yes
2024-01-02,Cafe Latte,Beverage,5000,1,4.8,Mobile App,No
2024-01-02,Croffle,Dessert,4000,1,4.8,Mobile App,No
2024-01-02,Vanilla Latte,Beverage,5500,1,4.4,Mobile App,No
2024-01-02,Vanilla Latte,Beverage,5500,1,3.9,Credit Card,No
2024-01-02,Cafe Latte,Beverage,5000,1,4.4,Mobile App,Yes
2024-01-02,Americano,Beverage,4500,1,3.6,Credit Card,No
2024-01-02,Vanilla Latte,Beverage,5500,1,4.5,Credit Card,Yes
2024-01-02,Cafe Latte,Beverage,5000,2,3.7,Mobile App,No
2024-01-02,Cafe Latte,Beverage,5000,2,4.7,Credit Card,No
2024-01-02,Americano,Beverage,4500,2,4.5,Cash,No
2024-01-02,Macaron,Dessert,3000,1,4.9,Mobile App,No
2024-01-02,Tiramisu,Dessert,6500,1,4.9,Mobile App,Yes
2024-01-02,Cafe Latte,Beverage,5000,2,3.6,Mobile App,No
2024-01-02,Vanilla Latte,Beverage,5500,1,4.7,Mobile App,No
2024-01-02,Vanilla Latte,Beverage,5500,2,4.5,Cash,Yes
2024-01-02,Americano,Beverage,4500,1,4.6,Credit Card,Yes
2024-01-02,Americano,Beverage,4500,2,3.7,Credit Card,Yes
2024-01-02,Americano,Beverage,4500,1,3.7,Mobile App,Yes
2024-01-02,Cafe Latte,Beverage,5000,3,3.6,Credit Card,Yes
2024-01-02,Americano,Beverage,4500,1,2.6,Credit Card,No
2024-01-02,Cafe Latte,Beverage,5000,2,4.5,Credit Card,No
2024-01-02,Cafe Latte,Beverage,5000,1,3.9,Credit Card,Yes
2024-01-02,Americano,Beverage,4500,1,4.2,Mobile App,Yes
2024-01-02,Americano,Beverage,4500,2,3.7,Credit Card,Yes
2024-01-02,Americano,Beverage,4500,2,4.4,Mobile App,No
2024-01-02,Lemonade,Beverage,6000,2,4.7,Mobile App,Yes
2024-01-02,Americano,Beverage,4500,2,3.5,Cash,Yes
2024-01-02,Cafe Latte,Beverage,5000,1,4.5,Credit Card,Yes
2024-01-02,Cafe Latte,Beverage,5000,1,3.7,Credit Card,No
2024-01-02,Vanilla Latte,Beverage,5500,1,4.0,Credit Card,Yes
2024-01-02,Vanilla Latte,Beverage,5500,1,4.2,Mobile App,No
2024-01-02,Cafe Latte,Beverage,5000,2,4.6,Cash,No
2024-01-02,Cafe Latte,Beverage,5000,1,4.3,Mobile App,Yes
2024-01-02,Vanilla Latte,Beverage,5500,4,4.3,Mobile App,No
2024-01-02,Americano,Beverage,4500,2,4.9,Credit Card,Yes
2024-01-03,Vanilla Latte,Beverage,5500,1,4.4,Mobile App,No
2024-01-03,Cafe Latte,Beverage,5000,3,4.5,Mobile App,No
2024-01-03,Croffle,Dessert,4000,4,4.2,Credit Card,No
2024-01-03,Cafe Latte,Beverage,5000,1,4.2,Credit Card,No
2024-01-03,Cafe Latte,Beverage,5000,2,3.7,Credit Card,Yes
2024-01-03,Vanilla Latte,Beverage,5500,1,4.7,Mobile App,Yes
2024-01-03,Americano,Beverage,4500,1,4.6,Credit Card,No
2024-01-03,Vanilla Latte,Beverage,5500,1,4.2,Mobile App,No
2024-01-03,Americano,Beverage,4500,2,1.8,Credit Card,Yes
2024-01-03,Tiramisu,Dessert,6500,2,3.7,Credit Card,Yes
2024-01-03,Tiramisu,Dessert,6500,1,4.0,Mobile App,Yes
2024-01-03,Tiramisu,Dessert,6500,2,4.2,Credit Card,Yes
2024-01-03,Cafe Latte,Beverage,5000,2,4.6,Credit Card,Yes
2024-01-03,Tiramisu,Dessert,6500,2,4.6,Credit Card,No
2024-01-03,Macaron,Dessert,3000,1,3.6,Mobile App,Yes
2024-01-03,Croffle,Dessert,4000,1,4.4,Cash,Yes
2024-01-03,Cafe Latte,Beverage,5000,2,3.7,Mobile App,Yes
2024-01-03,Americano,Beverage,4500,2,3.0,Mobile App,Yes
2024-01-03,Cafe Latte,Beverage,5000,1,3.8,Cash,Yes
2024-01-03,Cafe Latte,Beverage,5000,2,4.7,Credit Card,Yes
2024-01-03,Vanilla Latte,Beverage,5500,1,3.9,Credit Card,Yes
2024-01-03,Vanilla Latte,Beverage,5500,1,3.6,Mobile App,No
2024-01-03,Cafe Latte,Beverage,5000,1,4.7,Mobile App,No
2024-01-03,Tiramisu,Dessert,6500,5,4.6,Mobile App,No
2024-01-03,Cafe Latte,Beverage,5000,1,3.8,Credit Card,Yes
2024-01-03,Americano,Beverage,4500,2,4.8,Cash,Yes
2024-01-03,Americano,Beverage,4500,1,3.9,Credit Card,Yes
2024-01-03,Cafe Latte,Beverage,5000,1,3.6,Credit Card,No
2024-01-03,Croffle,Dessert,4000,2,3.8,Credit Card,Yes
2024-01-03,Cafe Latte,Beverage,5000,1,4.8,Mobile App,Yes
2024-01-03,Americano,Beverage,4500,1,4.7,Mobile App,No
2024-01-03,Tiramisu,Dessert,6500,1,4.6,Credit Card,Yes
2024-01-03,Cafe Latte,Beverage,5000,1,4.1,Credit Card,No
2024-01-03,Macaron,Dessert,3000,1,4.7,Credit Card,Yes
2024-01-03,Tiramisu,Dessert,6500,1,4.3,Mobile App,Yes
2024-01-03,Croffle,Dessert,4000,1,4.1,Credit Card,Yes
2024-01-03,Tiramisu,Dessert,6500,1,4.6,Credit Card,Yes
2024-01-04,Cafe Latte,Beverage,5000,3,3.5,Credit Card,Yes
2024-01-04,Croffle,Dessert,4000,1,3.6,Cash,No
2024-01-04,Croffle,Dessert,4000,1,3.8,Credit Card,No
2024-01-04,Vanilla Latte,Beverage,5500,1,4.1,Credit Card,No
2024-01-04,Americano,Beverage,4500,3,4.5,Mobile App,Yes
2024-01-04,Americano,Beverage,4500,1,3.5,Cash,Yes
2024-01-04,Americano,Beverage,4500,1,4.2,Credit Card,No
2024-01-04,Americano,Beverage,4500,1,4.2,Credit Card,Yes
2024-01-04,Cafe Latte,Beverage,5000,1,5.0,Mobile App,No
2024-01-04,Cafe Latte,Beverage,5000,1,4.0,Credit Card,No
2024-01-04,Cafe Latte,Beverage,5000,1,4.7,Credit Card,No
2024-01-04,Croffle,Dessert,4000,1,4.6,Credit Card,No
2024-01-04,Tiramisu,Dessert,6500,1,3.6,Cash,No
2024-01-04,Cafe Latte,Beverage,5000,1,3.6,Credit Card,No
2024-01-04,Cafe Latte,Beverage,5000,1,3.6,Credit Card,Yes
2024-01-04,Vanilla Latte,Beverage,5500,1,4.4,Credit Card,No
2024-01-04,Macaron,Dessert,3000,1,4.2,Mobile App,No
2024-01-04,Cafe Latte,Beverage,5000,2,4.2,Credit Card,Yes
2024-01-04,Cafe Latte,Beverage,5000,2,4.7,Credit Card,Yes
2024-01-04,Americano,Beverage,4500,1,3.8,Credit Card,Yes
2024-01-04,Americano,Beverage,4500,3,3.5,Mobile App,No
2024-01-04,Lemonade,Beverage,6000,1,4.1,Credit Card,Yes
2024-01-04,Cafe Latte,Beverage,5000,1,3.5,Mobile App,Yes
2024-01-04,Vanilla Latte,Beverage,5500,2,3.9,Credit Card,No
2024-01-04,Vanilla Latte,Beverage,5500,1,3.9,Mobile App,Yes
2024-01-04,Cafe Latte,Beverage,5000,1,4.3,Cash,Yes
2024-01-04,Croffle,Dessert,4000,1,1.8,Mobile App,No
2024-01-04,Cafe Latte,Beverage,5000,4,4.9,Credit Card,Yes
2024-01-04,Cafe Latte,Beverage,5000,3,4.4,Mobile App,No
2024-01-04,Americano,Beverage,4500,1,4.9,Credit Card,No
2024-01-04,Tiramisu,Dessert,6500,1,4.6,Credit Card,No
2024-01-05,Vanilla Latte,Beverage,5500,2,3.8,Mobile App,Yes
2024-01-05,Vanilla Latte,Beverage,5500,3,4.8,Credit Card,Yes
2024-01-05,Cafe Latte,Beverage,5000,5,3.9,Credit Card,Yes
2024-01-05,Cafe Latte,Beverage,5000,1,4.1,Credit Card,Yes
2024-01-05,Macaron,Dessert,3000,1,3.8,Credit Card,No
2024-01-05,Croffle,Dessert,4000,1,3.8,Credit Card,Yes
2024-01-05,Vanilla Latte,Beverage,5500,2,4.2,Mobile App,Yes
2024-01-05,Americano,Beverage,4500,1,4.5,Credit Card,No
2024-01-05,Americano,Beverage,4500,1,4.9,Credit Card,Yes
2024-01-05,Americano,Beverage,4500,1,4.4,Mobile App,No
2024-01-05,Vanilla Latte,Beverage,5500,1,3.7,Credit Card,Yes
2024-01-05,Cafe Latte,Beverage,5000,2,4.5,Credit Card,No
2024-01-05,Croffle,Dessert,4000,1,4.5,Mobile App,No
2024-01-05,Vanilla Latte,Beverage,5500,1,3.7,Mobile App,No
2024-01-05,Tiramisu,Dessert,6500,1,4.4,Credit Card,Yes
2024-01-05,Croffle,Dessert,4000,2,3.7,Credit Card,No
2024-01-05,Cafe Latte,Beverage,5000,2,4.1,Mobile App,No
2024-01-05,Americano,Beverage,4500,1,3.8,Credit Card,No
2024-01-05,Tiramisu,Dessert,6500,1,4.2,Mobile App,No
2024-01-05,Vanilla Latte,Beverage,5500,4,3.6,Credit Card,No
2024-01-05,Tiramisu,Dessert,6500,1,4.4,Credit Card,Yes
2024-01-05,Croffle,Dessert,4000,1,4.4,Mobile App,No
2024-01-05,Vanilla Latte,Beverage,5500,1,4.1,Credit Card,No
2024-01-05,Tiramisu,Dessert,6500,1,3.9,Credit Card,Yes
2024-01-05,Americano,Beverage,4500,2,4.3,Mobile App,Yes
2024-01-05,Americano,Beverage,4500,1,4.6,Credit Card,No
2024-01-05,Americano,Beverage,4500,3,4.0,Mobile App,No
2024-01-05,Vanilla Latte,Beverage,5500,1,3.7,Credit Card,Yes
2024-01-05,Croffle,Dessert,4000,1,3.8,Credit Card,No
2024-01-05,Americano,Beverage,4500,1,5.0,Credit Card,Yes
2024-01-05,Cafe Latte,Beverage,5000,1,4.3,Credit Card,No
2024-01-05,Tiramisu,Dessert,6500,1,3.6,Credit Card,No
2024-01-05,Americano,Beverage,4500,1,3.9,Credit Card,Yes
2024-01-05,Cafe Latte,Beverage,5000,1,4.4,Credit Card,No
2024-01-05,Americano,Beverage,4500,1,4.0,Credit Card,No
2024-01-05,Americano,Beverage,4500,2,4.5,Cash,Yes
2024-01-06,Cafe Latte,Beverage,5000,1,3.9,Credit Card,Yes
2024-01-06,Croffle,Dessert,4000,1,3.6,Cash,Yes
2024-01-06,Americano,Beverage,4500,5,4.8,Credit Card,No
2024-01-06,Americano,Beverage,4500,2,3.9,Credit Card,No
2024-01-06,Cafe Latte,Beverage,5000,1,3.6,Credit Card,Yes
2024-01-06,Cafe Latte,Beverage,5000,2,4.4,Credit Card,No
2024-01-06,Americano,Beverage,4500,1,4.2,Mobile App,No
2024-01-06,Cafe Latte,Beverage,5000,2,5.0,Credit Card,Yes
2024-01-06,Americano,Beverage,4500,2,1.1,Credit Card,Yes
2024-01-06,Cafe Latte,Beverage,5000,3,4.1,Credit Card,No
2024-01-06,Americano,Beverage,4500,1,3.7,Credit Card,Yes
2024-01-06,Vanilla Latte,Beverage,5500,1,4.2,Credit Card,No
2024-01-06,Americano,Beverage,4500,2,4.7,Credit Card,No
2024-01-06,Americano,Beverage,4500,1,3.7,Credit Card,No
2024-01-06,Cafe Latte,Beverage,5000,1,3.8,Credit Card,No
2024-01-06,Croffle,Dessert,4000,1,4.6,Mobile App,Yes
2024-01-06,Cafe Latte,Beverage,5000,2,3.7,Credit Card,No
2024-01-06,Americano,Beverage,4500,1,4.4,Mobile App,Yes
2024-01-06,Vanilla Latte,Beverage,5500,1,4.6,Mobile App,No
2024-01-06,Americano,Beverage,4500,1,4.9,Credit Card,No
2024-01-06,Cafe Latte,Beverage,5000,2,4.8,Mobile App,Yes
2024-01-06,Cafe Latte,Beverage,5000,2,4.6,Credit Card,No
2024-01-06,Americano,Beverage,4500,1,4.1,Cash,No
2024-01-06,Americano,Beverage,4500,2,4.3,Credit Card,Yes
2024-01-06,Tiramisu,Dessert,6500,1,4.5,Credit Card,No
2024-01-06,Vanilla Latte,Beverage,5500,2,3.9,Mobile App,No
2024-01-06,Croffle,Dessert,4000,1,3.8,Credit Card,No
2024-01-06,Cafe Latte,Beverage,5000,1,4.5,Credit Card,Yes
2024-01-06,Americano,Beverage,4500,1,3.0,Credit Card,Yes
2024-01-06,Cafe Latte,Beverage,5000,2,4.0,Credit Card,Yes
2024-01-06,Vanilla Latte,Beverage,5500,1,4.2,Mobile App,Yes
2024-01-06,Cafe Latte,Beverage,5000,1,1.6,Credit Card,No
2024-01-06,Vanilla Latte,Beverage,5500,2,4.3,Mobile App,No
2024-01-06,Cafe Latte,Beverage,5000,2,3.8,Credit Card,Yes
2024-01-06,Croffle,Dessert,4000,1,3.9,Mobile App,No
2024-01-06,Tiramisu,Dessert,6500,1,4.3,Credit Card,Yes
2024-01-06,Tiramisu,Dessert,6500,1,4.7,Mobile App,No
2024-01-06,Tiramisu,Dessert,6500,1,4.2,Mobile App,Yes
2024-01-07,Cafe Latte,Beverage,5000,1,4.5,Mobile App,No
2024-01-07,Croffle,Dessert,4000,1,4.4,Credit Card,Yes
2024-01-07,Croffle,Dessert,4000,1,4.3,Credit Card,No
2024-01-07,Americano,Beverage,4500,1,4.8,Cash,No
2024-01-07,Americano,Beverage,4500,1,4.4,Mobile App,No
2024-01-07,Macaron,Dessert,3000,3,4.2,Mobile App,No
2024-01-07,Tiramisu,Dessert,6500,1,4.5,Credit Card,Yes
2024-01-07,Croffle,Dessert,4000,1,3.6,Mobile App,Yes
2024-01-07,Cafe Latte,Beverage,5000,1,4.6,Credit Card,Yes
2024-01-07,Vanilla Latte,Beverage,5500,1,4.5,Mobile App,No
2024-01-07,Cafe Latte,Beverage,5000,1,4.1,Mobile App,Yes
2024-01-07,Vanilla Latte,Beverage,5500,2,4.1,Credit Card,No
2024-01-07,Croffle,Dessert,4000,1,4.8,Credit Card,Yes
2024-01-07,Americano,Beverage,4500,1,4.0,Credit Card,Yes
2024-01-07,Americano,Beverage,4500,1,4.2,Mobile App,Yes
2024-01-07,Americano,Beverage,4500,1,4.6,Credit Card,No
2024-01-07,Cafe Latte,Beverage,5000,1,5.0,Credit Card,No
2024-01-07,Croffle,Dessert,4000,1,3.7,Credit Card,Yes
2024-01-07,Macaron,Dessert,3000,2,4.5,Cash,Yes
2024-01-07,Cafe Latte,Beverage,5000,1,3.6,Mobile App,No
2024-01-07,Cafe Latte,Beverage,5000,1,4.4,Credit Card,Yes
2024-01-07,Vanilla Latte,Beverage,5500,3,4.1,Credit Card,No
2024-01-07,Tiramisu,Dessert,6500,2,4.0,Mobile App,No
2024-01-07,Cafe Latte,Beverage,5000,5,3.7,Credit Card,Yes
2024-01-07,Tiramisu,Dessert,6500,4,4.2,Credit Card,Yes
2024-01-07,Lemonade,Beverage,6000,1,4.6,Credit Card,No
2024-01-07,Cafe Latte,Beverage,5000,1,3.8,Cash,No
2024-01-07,Cafe Latte,Beverage,5000,1,3.6,Credit Card,No
2024-01-07,Tiramisu,Dessert,6500,1,4.7,Mobile App,Yes
2024-01-07,Cafe Latte,Beverage,5000,1,3.6,Credit Card,No
2024-01-07,Cafe Latte,Beverage,5000,5,3.5,Credit Card,No
2024-01-07,Americano,Beverage,4500,5,4.4,Credit Card,No
2024-01-07,Cafe Latte,Beverage,5000,1,3.5,Mobile App,Yes
2024-01-08,Americano,Beverage,4500,2,4.9,Credit Card,Yes
2024-01-08,Americano,Beverage,4500,1,5.0,Mobile App,No
2024-01-08,Cafe Latte,Beverage,5000,3,4.3,Credit Card,No
2024-01-08,Vanilla Latte,Beverage,5500,1,4.9,Credit Card,Yes
2024-01-08,Cafe Latte,Beverage,5000,2,5.0,Credit Card,Yes
2024-01-08,Vanilla Latte,Beverage,5500,1,3.7,Credit Card,No
2024-01-08,Cafe Latte,Beverage,5000,5,4.0,Credit Card,Yes
2024-01-08,Vanilla Latte,Beverage,5500,1,4.7,Mobile App,No
2024-01-08,Vanilla Latte,Beverage,5500,1,3.9,Credit Card,No
2024-01-08,Cafe Latte,Beverage,5000,1,4.4,Mobile App,No
2024-01-08,Macaron,Dessert,3000,2,3.6,Mobile App,Yes
2024-01-08,Americano,Beverage,4500,1,3.9,Cash,No
2024-01-08,Cafe Latte,Beverage,5000,1,4.5,Mobile App,No
2024-01-08,Croffle,Dessert,4000,1,4.4,Credit Card,No
2024-01-08,Tiramisu,Dessert,6500,1,3.6,Credit Card,No
2024-01-08,Vanilla Latte,Beverage,5500,1,3.6,Cash,Yes
2024-01-08,Cafe Latte,Beverage,5000,1,4.7,Credit Card,Yes
2024-01-08,Cafe Latte,Beverage,5000,2,4.6,Credit Card,Yes
2024-01-08,Croffle,Dessert,4000,2,4.9,Credit Card,No
2024-01-08,Americano,Beverage,4500,1,4.9,Mobile App,Yes
2024-01-08,Cafe Latte,Beverage,5000,1,4.8,Credit Card,Yes
2024-01-08,Croffle,Dessert,4000,1,4.5,Credit Card,Yes
2024-01-08,Americano,Beverage,4500,1,4.4,Mobile App,Yes
2024-01-08,Cafe Latte,Beverage,5000,1,4.1,Mobile App,Yes
2024-01-08,Croffle,Dessert,4000,2,4.8,Cash,Yes
2024-01-08,Vanilla Latte,Beverage,5500,1,4.1,Mobile App,No
2024-01-08,Americano,Beverage,4500,1,3.8,Credit Card,Yes
2024-01-08,Tiramisu,Dessert,6500,1,3.7,Mobile App,Yes
2024-01-08,Vanilla Latte,Beverage,5500,2,3.8,Credit Card,Yes
2024-01-08,Tiramisu,Dessert,6500,1,4.2,Credit Card,Yes
2024-01-08,Cafe Latte,Beverage,5000,3,4.8,Credit Card,No
2024-01-08,Croffle,Dessert,4000,1,4.6,Credit Card,Yes
2024-01-08,Vanilla Latte,Beverage,5500,1,3.5,Credit Card,Yes
2024-01-08,Americano,Beverage,4500,1,4.1,Mobile App,Yes
2024-01-08,Vanilla Latte,Beverage,5500,1,3.9,Mobile App,No
2024-01-08,Macaron,Dessert,3000,1,4.9,Credit Card,Yes
2024-01-08,Tiramisu,Dessert,6500,4,4.1,Mobile App,Yes
2024-01-08,Vanilla Latte,Beverage,5500,2,4.3,Mobile App,Yes
2024-01-08,Vanilla Latte,Beverage,5500,4,4.9,Credit Card,Yes
2024-01-08,Americano,Beverage,4500,1,3.7,Mobile App,Yes
2024-01-08,Vanilla Latte,Beverage,5500,1,4.3,Credit Card,Yes
2024-01-08,Macaron,Dessert,3000,1,4.5,Cash,Yes
2024-01-08,Tiramisu,Dessert,6500,1,1.6,Mobile App,Yes
2024-01-08,Croffle,Dessert,4000,2,4.6,Credit Card,Yes
2024-01-09,Americano,Beverage,4500,2,4.1,Credit Card,No
2024-01-09,Cafe Latte,Beverage,5000,1,3.8,Mobile App,Yes
2024-01-09,Cafe Latte,Beverage,5000,1,4.2,Credit Card,No
2024-01-09,Americano,Beverage,4500,2,4.8,Cash,Yes
2024-01-09,Americano,Beverage,4500,2,3.6,Credit Card,No
2024-01-09,Croffle,Dessert,4000,4,4.0,Credit Card,Yes
2024-01-09,Americano,Beverage,4500,1,4.6,Mobile App,Yes
2024-01-09,Tiramisu,Dessert,6500,1,4.5,Mobile App,Yes
2024-01-09,Americano,Beverage,4500,3,4.0,Credit Card,Yes
2024-01-09,Americano,Beverage,4500,1,3.7,Mobile App,No
2024-01-09,Americano,Beverage,4500,4,5.0,Mobile App,Yes
2024-01-09,Cafe Latte,Beverage,5000,1,3.5,Credit Card,Yes
2024-01-09,Croffle,Dessert,4000,1,4.3,Mobile App,No
2024-01-09,Tiramisu,Dessert,6500,1,4.5,Credit Card,No
2024-01-09,Tiramisu,Dessert,6500,1,4.3,Credit Card,Yes
2024-01-09,Croffle,Dessert,4000,1,4.2,Cash,Yes
2024-01-09,Americano,Beverage,4500,2,3.9,Cash,Yes
2024-01-09,Macaron,Dessert,3000,1,4.9,Mobile App,Yes
2024-01-09,Macaron,Dessert,3000,2,4.1,Credit Card,No
2024-01-09,Cafe Latte,Beverage,5000,1,4.0,Credit Card,Yes
2024-01-09,Lemonade,Beverage,6000,1,4.6,Mobile App,No
2024-01-09,Americano,Beverage,4500,1,3.9,Mobile App,Yes
2024-01-09,Croffle,Dessert,4000,1,3.7,Credit Card,Yes
2024-01-09,Macaron,Dessert,3000,1,2.1,Credit Card,No
2024-01-09,Cafe Latte,Beverage,5000,1,3.6,Mobile App,Yes
2024-01-09,Cafe Latte,Beverage,5000,1,4.0,Credit Card,Yes
2024-01-09,Cafe Latte,Beverage,5000,1,4.2,Mobile App,No
2024-01-09,Americano,Beverage,4500,1,4.6,Credit Card,Yes
2024-01-09,Tiramisu,Dessert,6500,1,3.6,Credit Card,Yes
2024-01-09,Cafe Latte,Beverage,5000,1,3.6,Cash,Yes
2024-01-09,Croffle,Dessert,4000,1,4.2,Credit Card,No
2024-01-09,Vanilla Latte,Beverage,5500,2,2.2,Cash,Yes
2024-01-09,Americano,Beverage,4500,2,3.9,Credit Card,Yes
2024-01-09,Cafe Latte,Beverage,5000,2,4.3,Credit Card,Yes
2024-01-09,Cafe Latte,Beverage,5000,3,4.3,Credit Card,Yes
2024-01-09,Cafe Latte,Beverage,5000,1,4.5,Mobile App,No
2024-01-09,Vanilla Latte,Beverage,5500,1,4.4,Credit Card,Yes
2024-01-09,Cafe Latte,Beverage,5000,1,4.8,Credit Card,No
2024-01-09,Americano,Beverage,4500,1,3.5,Credit Card,No
2024-01-09,Americano,Beverage,4500,1,3.7,Credit Card,Yes
2024-01-09,Americano,Beverage,4500,2,3.9,Mobile App,Yes
2024-01-10,Americano,Beverage,4500,1,3.5,Credit Card,No
2024-01-10,Croffle,Dessert,4000,2,3.7,Credit Card,No
2024-01-10,Vanilla Latte,Beverage,5500,1,3.7,Credit Card,Yes
2024-01-10,Cafe Latte,Beverage,5000,2,3.8,Credit Card,No
2024-01-10,Vanilla Latte,Beverage,5500,2,4.8,Mobile App,No
2024-01-10,Americano,Beverage,4500,1,4.0,Credit Card,No
2024-01-10,Americano,Beverage,4500,1,4.4,Mobile App,Yes
2024-01-10,Americano,Beverage,4500,1,3.8,Credit Card,No
2024-01-10,Americano,Beverage,4500,2,4.7,Mobile App,Yes
2024-01-10,Croffle,Dessert,4000,1,4.1,Credit Card,Yes
2024-01-10,Cafe Latte,Beverage,5000,1,3.9,Credit Card,No
2024-01-10,Cafe Latte,Beverage,5000,1,4.0,Credit Card,No
2024-01-10,Americano,Beverage,4500,1,3.8,Credit Card,Yes
2024-01-10,Vanilla Latte,Beverage,5500,4,4.8,Credit Card,No
2024-01-10,Cafe Latte,Beverage,5000,2,4.3,Credit Card,No
2024-01-10,Vanilla Latte,Beverage,5500,1,4.8,Credit Card,No
2024-01-10,Macaron,Dessert,3000,2,4.3,Credit Card,No
2024-01-10,Tiramisu,Dessert,6500,1,4.4,Mobile App,Yes
2024-01-10,Tiramisu,Dessert,6500,2,4.1,Credit Card,No
2024-01-10,Croffle,Dessert,4000,3,4.5,Credit Card,No
2024-01-10,Cafe Latte,Beverage,5000,1,5.0,Credit Card,No
2024-01-10,Americano,Beverage,4500,2,4.9,Credit Card,Yes
2024-01-10,Vanilla Latte,Beverage,5500,2,4.2,Mobile App,Yes
2024-01-10,Cafe Latte,Beverage,5000,1,4.1,Credit Card,No
2024-01-10,Cafe Latte,Beverage,5000,2,4.3,Cash,No
2024-01-10,Cafe Latte,Beverage,5000,1,4.2,Credit Card,Yes
2024-01-10,Macaron,Dessert,3000,1,3.7,Credit Card,Yes
2024-01-10,Americano,Beverage,4500,1,4.5,Mobile App,No
2024-01-10,Lemonade,Beverage,6000,1,4.1,Credit Card,No
